age;job;marital;education;default;balance;housing;loan;contact;day;month;duration
41;housemaid;single;secondary;no;231;no;no;cellular;9;jul;76
31;admin.;married;secondary;no;0;yes;yes;unknown;6;may;144
32;technician;married;secondary;no;266;yes;no;cellular;19;aug;168
38;management;married;tertiary;no;-70;yes;no;cellular;30;jan;140
49;retired;single;primary;no;25824;no;no;unknown;17;jun;94
46;management;single;primary;no;538;no;no;unknown;17;jun;118
29;technician;single;secondary;no;534;yes;no;cellular;18;may;382
36;admin.;married;unknown;no;2323;no;no;cellular;19;nov;111
38;admin.;married;secondary;no;1852;yes;no;cellular;15;may;298
53;technician;married;secondary;no;2647;yes;no;unknown;30;may;121
43;management;married;tertiary;no;2767;yes;no;unknown;15;may;317
41;management;married;tertiary;no;176;yes;yes;unknown;5;may;42
42;management;single;secondary;no;9720;no;no;cellular;5;aug;81
55;blue-collar;divorced;secondary;no;1613;yes;no;cellular;3;apr;296
39;admin.;divorced;secondary;no;2903;yes;yes;telephone;25;jul;259
30;admin.;single;secondary;no;81;yes;no;cellular;6;aug;121
41;blue-collar;married;secondary;no;780;yes;no;cellular;15;may;432
44;unemployed;married;tertiary;no;178;no;no;cellular;8;aug;126
58;management;married;tertiary;no;299;no;no;cellular;16;jul;120
35;retired;married;primary;no;285;yes;no;cellular;29;jan;136
27;blue-collar;married;secondary;no;872;yes;no;cellular;17;apr;1130
34;services;married;secondary;no;1337;no;no;cellular;17;dec;330
25;services;married;secondary;no;72;yes;no;cellular;23;jul;305
36;blue-collar;married;secondary;no;0;no;no;unknown;20;jun;332
38;blue-collar;married;secondary;no;-388;yes;no;unknown;9;may;412
30;admin.;married;secondary;no;11;yes;no;cellular;11;may;157
47;blue-collar;divorced;secondary;yes;-535;yes;no;cellular;30;jul;71
41;services;divorced;secondary;no;787;yes;no;cellular;8;may;297
36;management;single;tertiary;no;3343;no;no;cellular;18;nov;307
63;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250
23;management;single;tertiary;no;736;yes;no;cellular;30;apr;119
32;management;married;tertiary;no;1390;no;no;cellular;7;aug;116
57;retired;married;primary;no;808;no;no;telephone;7;jul;274
48;management;married;tertiary;no;1147;no;no;cellular;5;aug;389
49;services;married;secondary;no;1122;no;no;cellular;4;aug;143
50;technician;married;secondary;no;-568;yes;yes;unknown;28;may;860
33;blue-collar;married;primary;no;1165;yes;no;unknown;21;may;420
53;services;divorced;secondary;no;-905;yes;no;unknown;28;may;213
30;unemployed;married;tertiary;no;0;yes;no;cellular;18;nov;756
38;technician;married;secondary;no;740;no;no;cellular;7;aug;259
44;management;married;secondary;no;8262;yes;no;cellular;23;jul;201
39;admin.;single;secondary;no;14;yes;yes;unknown;13;may;19
45;technician;single;unknown;no;7108;yes;yes;cellular;18;nov;53
36;blue-collar;married;secondary;no;1049;yes;no;cellular;14;may;224
38;blue-collar;married;secondary;no;0;yes;no;cellular;13;may;57
36;housemaid;married;secondary;no;419;yes;no;unknown;30;may;251
30;management;single;tertiary;no;726;yes;no;cellular;16;apr;39
28;technician;divorced;tertiary;no;594;yes;yes;unknown;18;jun;54
26;unemployed;married;tertiary;no;454;yes;yes;unknown;23;may;28
54;unknown;married;secondary;no;2206;no;no;cellular;12;nov;104
38;admin.;married;tertiary;no;1988;no;no;cellular;27;mar;164
32;technician;single;tertiary;no;0;no;no;cellular;7;aug;268
50;admin.;divorced;secondary;no;202;no;yes;cellular;17;nov;148
43;blue-collar;married;secondary;no;667;yes;no;unknown;7;may;228
48;admin.;married;secondary;no;112;no;no;cellular;18;aug;139
57;housemaid;married;primary;no;50;no;no;cellular;18;aug;89
64;housemaid;married;primary;no;768;no;no;cellular;15;jul;250
26;services;divorced;secondary;no;74;yes;no;unknown;23;may;106
33;blue-collar;married;secondary;no;661;yes;no;cellular;18;jul;968
50;self-employed;married;secondary;no;3025;no;yes;cellular;6;aug;168
47;self-employed;married;tertiary;no;751;no;no;cellular;24;jul;408
39;management;single;tertiary;no;416;no;no;cellular;23;oct;56
52;services;married;primary;no;14;no;yes;cellular;28;jul;55
31;blue-collar;single;primary;no;-502;yes;no;unknown;29;may;76
50;blue-collar;married;primary;no;0;no;no;cellular;11;aug;72
47;technician;married;secondary;no;599;yes;no;cellular;13;aug;99
30;management;single;tertiary;no;-218;yes;no;cellular;27;aug;13
32;technician;single;tertiary;no;1012;no;no;cellular;14;apr;178
36;technician;married;secondary;no;300;no;no;unknown;9;jun;287
46;technician;married;tertiary;no;217;yes;no;cellular;14;may;141
45;management;divorced;tertiary;no;2096;no;no;cellular;21;nov;127
37;technician;single;secondary;no;0;no;no;cellular;4;aug;69
58;housemaid;married;primary;no;5278;yes;no;unknown;4;jun;763
59;management;married;tertiary;no;1831;no;no;cellular;17;feb;122
28;management;married;tertiary;no;1480;yes;no;cellular;18;may;143
48;management;married;tertiary;no;7289;yes;no;cellular;2;feb;316
55;blue-collar;married;unknown;no;1665;no;no;telephone;30;jul;89
37;blue-collar;single;primary;no;851;yes;no;cellular;15;may;151
41;management;married;tertiary;no;2885;no;no;cellular;19;nov;40
35;blue-collar;married;secondary;no;137;no;yes;unknown;4;oct;5
34;blue-collar;single;secondary;no;1239;yes;no;cellular;18;jul;90
43;management;single;tertiary;no;146;no;no;cellular;21;nov;50
59;technician;married;secondary;no;1;no;no;cellular;15;apr;159
50;blue-collar;divorced;primary;no;-10;no;yes;cellular;10;jul;369
37;technician;married;secondary;no;480;no;no;cellular;22;oct;344
35;technician;married;secondary;no;2789;yes;no;cellular;4;sep;256
50;technician;single;secondary;no;3897;no;no;cellular;26;oct;298
36;technician;divorced;secondary;no;487;no;yes;cellular;11;aug;268
41;admin.;married;secondary;no;5110;yes;no;cellular;13;apr;231
28;management;married;tertiary;no;318;yes;no;unknown;27;may;4
42;technician;single;tertiary;no;-411;yes;no;cellular;12;may;78
60;retired;married;secondary;no;4820;no;no;unknown;5;jun;419
28;management;single;tertiary;no;4937;yes;no;telephone;13;may;421
48;entrepreneur;married;secondary;no;725;no;yes;cellular;10;jul;105
51;entrepreneur;married;tertiary;no;5403;no;no;unknown;6;jun;42
32;technician;married;tertiary;no;4089;no;no;cellular;26;may;114
35;technician;married;tertiary;no;188;no;no;cellular;26;aug;286
37;technician;married;unknown;no;189;no;no;cellular;1;oct;238
38;blue-collar;divorced;secondary;no;2998;yes;no;unknown;11;jun;91
77;retired;married;secondary;no;610;no;no;cellular;13;aug;766
32;management;single;unknown;no;787;no;no;cellular;28;jan;92
43;technician;divorced;secondary;no;167;no;no;cellular;4;aug;211
36;management;single;tertiary;no;243;yes;no;cellular;7;may;160
29;management;married;tertiary;no;877;no;no;cellular;3;feb;166
32;admin.;single;secondary;no;2817;yes;no;cellular;21;nov;195
41;management;divorced;tertiary;no;4567;yes;yes;cellular;16;jul;106
26;services;single;secondary;no;127;yes;yes;cellular;23;jul;85
34;blue-collar;married;primary;no;176;no;no;cellular;24;jul;78
57;retired;married;tertiary;no;0;yes;yes;unknown;28;may;648
36;services;single;secondary;no;1482;yes;no;cellular;18;nov;177
42;blue-collar;married;secondary;no;3052;yes;no;unknown;27;may;32
35;technician;divorced;secondary;no;56;no;no;cellular;29;aug;24
52;entrepreneur;divorced;primary;no;278;yes;no;unknown;7;may;688
36;management;single;tertiary;no;3875;yes;no;unknown;27;may;21
46;technician;married;secondary;no;-337;yes;no;unknown;27;may;112
60;management;divorced;tertiary;no;366;no;no;cellular;3;jun;593
57;housemaid;married;primary;no;501;yes;yes;cellular;7;aug;59
48;management;married;tertiary;no;998;yes;no;cellular;29;jan;121
59;self-employed;married;primary;no;0;yes;no;telephone;28;jul;97
39;management;married;tertiary;no;246;no;no;cellular;11;aug;86
44;blue-collar;married;secondary;no;-182;yes;yes;cellular;14;may;10
27;management;single;tertiary;no;446;no;no;cellular;23;jun;205
59;retired;married;secondary;no;1173;no;no;unknown;9;jun;77
36;technician;divorced;secondary;no;5957;yes;no;cellular;18;nov;138
44;admin.;married;secondary;no;205;no;no;cellular;3;nov;289
50;admin.;married;secondary;no;0;no;no;cellular;4;aug;86
41;management;divorced;tertiary;no;369;yes;no;telephone;22;aug;9
47;admin.;married;secondary;no;1934;no;yes;cellular;14;may;225
32;technician;single;tertiary;no;259;no;no;cellular;22;jul;407
38;blue-collar;married;secondary;no;284;yes;yes;unknown;3;jun;1030
55;blue-collar;married;unknown;no;23;no;no;cellular;13;aug;123
38;management;single;tertiary;no;1373;no;no;cellular;22;oct;119
31;management;single;tertiary;no;62;yes;no;cellular;18;may;175
38;blue-collar;divorced;secondary;no;157;no;no;unknown;9;jun;299
29;unemployed;single;tertiary;no;991;no;no;cellular;5;feb;563
55;services;married;secondary;no;186;yes;yes;unknown;9;may;241
35;unemployed;married;secondary;no;977;yes;no;cellular;4;may;52
40;self-employed;single;tertiary;no;2893;no;no;cellular;2;jun;76
34;blue-collar;married;secondary;no;1897;yes;yes;cellular;19;nov;441
32;technician;single;tertiary;no;5514;no;no;cellular;22;apr;319
33;blue-collar;married;secondary;no;889;yes;no;unknown;18;sep;13
33;management;married;tertiary;no;273;yes;no;unknown;16;may;803
37;admin.;married;secondary;no;1193;no;no;cellular;12;may;396
58;management;married;tertiary;no;2729;no;no;unknown;18;jun;188
36;admin.;single;secondary;no;0;no;no;cellular;20;apr;637
42;blue-collar;married;secondary;no;230;yes;no;unknown;5;jun;175
34;technician;single;secondary;no;2729;yes;no;cellular;6;apr;945
35;management;married;tertiary;no;317;yes;no;unknown;23;may;162
60;housemaid;married;primary;no;517;no;no;unknown;12;jun;1178
50;management;married;tertiary;no;-470;yes;no;cellular;8;may;506
28;self-employed;single;tertiary;no;4579;no;no;cellular;12;jan;409
27;blue-collar;divorced;secondary;no;1;yes;no;cellular;14;jul;116
37;management;married;tertiary;no;5106;no;no;cellular;30;apr;244
31;technician;married;tertiary;no;636;yes;no;cellular;4;may;352
34;services;married;secondary;no;1076;no;no;cellular;12;may;152
38;management;married;tertiary;no;126;yes;no;unknown;21;may;164
32;self-employed;married;secondary;no;-33;yes;no;unknown;28;may;234
37;technician;married;secondary;no;430;no;no;cellular;27;aug;154
33;admin.;married;secondary;no;-6;yes;no;unknown;7;may;566
71;technician;married;tertiary;no;383;no;no;cellular;27;oct;327
27;technician;married;secondary;no;130;yes;no;cellular;7;may;265
38;blue-collar;married;primary;no;2569;no;no;unknown;9;jun;172
34;technician;single;secondary;no;201;no;no;cellular;22;jul;257
54;retired;divorced;tertiary;no;0;no;no;unknown;13;may;618
30;blue-collar;married;secondary;no;6;yes;no;cellular;28;jan;241
35;entrepreneur;single;secondary;no;475;no;yes;cellular;21;jul;936
33;blue-collar;single;secondary;no;706;yes;no;cellular;7;apr;329
36;management;married;secondary;no;1825;yes;no;cellular;14;may;24
59;self-employed;married;tertiary;no;185;no;no;cellular;22;jun;177
72;blue-collar;married;primary;no;4415;no;no;telephone;13;oct;120
64;management;married;tertiary;no;679;no;no;telephone;22;apr;135
53;technician;divorced;secondary;no;320;no;no;cellular;9;jul;175
35;management;single;tertiary;no;2988;yes;no;cellular;25;may;179
58;self-employed;married;secondary;no;1407;yes;no;unknown;30;may;58
40;technician;married;secondary;no;1270;no;no;cellular;17;apr;342
41;services;divorced;secondary;no;654;yes;no;cellular;13;may;139
48;retired;married;primary;no;5173;yes;no;unknown;18;jun;88
44;entrepreneur;married;tertiary;no;3463;yes;yes;cellular;28;aug;210
39;blue-collar;married;unknown;no;0;no;no;cellular;2;feb;731
61;management;married;tertiary;no;6016;no;no;cellular;2;feb;670
36;entrepreneur;married;primary;no;177;yes;no;unknown;12;may;63
28;management;married;tertiary;no;3694;no;yes;cellular;8;jul;70
58;retired;single;secondary;no;1640;no;yes;cellular;4;feb;72
60;admin.;divorced;secondary;no;174;yes;no;cellular;15;may;241
66;admin.;single;secondary;no;10177;no;no;cellular;5;may;272
36;management;single;tertiary;no;490;no;no;cellular;28;aug;207
49;self-employed;married;secondary;no;2576;yes;no;cellular;15;may;64
40;services;married;secondary;no;0;no;no;unknown;12;jun;543
23;technician;single;secondary;no;598;no;no;cellular;30;apr;166
29;management;single;tertiary;no;15459;no;no;cellular;26;may;245
44;blue-collar;married;primary;no;271;yes;yes;unknown;9;may;94
54;unknown;married;unknown;no;2508;no;no;unknown;20;jun;34
47;blue-collar;married;primary;no;320;no;no;telephone;30;jul;203
33;admin.;married;tertiary;no;640;no;no;cellular;24;jul;318
30;self-employed;married;secondary;no;1772;yes;no;cellular;13;apr;158
27;admin.;single;secondary;no;15;no;yes;cellular;21;jul;177
49;management;divorced;tertiary;no;2370;yes;yes;unknown;17;nov;56
27;services;single;secondary;no;201;yes;no;unknown;4;jun;172
51;blue-collar;married;secondary;no;160;yes;no;cellular;7;may;136
32;admin.;divorced;secondary;yes;5;yes;yes;cellular;18;may;82
30;blue-collar;single;secondary;no;75;yes;no;unknown;16;may;123
33;admin.;married;secondary;no;4902;yes;no;cellular;20;nov;110
27;blue-collar;single;primary;no;-79;yes;no;unknown;30;may;385
75;retired;divorced;secondary;no;1341;no;no;cellular;18;dec;415
37;services;divorced;secondary;no;490;yes;no;cellular;2;feb;73
36;technician;single;secondary;no;1521;yes;no;unknown;16;jun;243
37;blue-collar;married;secondary;no;131;yes;no;unknown;9;may;137
35;management;married;tertiary;no;8;yes;no;unknown;23;may;55
32;services;married;secondary;no;-632;yes;yes;cellular;20;apr;18
32;admin.;single;secondary;no;116;no;yes;cellular;16;jul;255
35;admin.;married;primary;no;189;yes;no;cellular;11;may;95
31;blue-collar;married;primary;no;2;yes;yes;cellular;10;jul;112
28;blue-collar;single;secondary;no;4229;yes;yes;cellular;5;may;205
27;services;married;secondary;no;54;yes;no;cellular;18;may;97
22;student;single;unknown;no;549;no;no;cellular;2;sep;154
35;blue-collar;married;primary;no;298;yes;no;cellular;13;may;135
69;retired;married;primary;no;579;no;no;cellular;14;aug;230
37;entrepreneur;single;tertiary;no;1467;yes;yes;cellular;17;nov;349
45;admin.;single;secondary;no;0;yes;no;cellular;8;may;38
47;management;married;tertiary;no;109;yes;no;cellular;22;jul;268
52;management;married;tertiary;no;-11;yes;no;cellular;11;may;94
33;services;married;secondary;no;90;yes;no;cellular;28;jul;263
60;blue-collar;married;primary;no;493;no;no;cellular;18;aug;671
33;management;divorced;secondary;no;1897;yes;yes;unknown;2;jun;197
44;admin.;married;secondary;no;2403;yes;no;cellular;28;jan;180
38;entrepreneur;married;secondary;no;868;no;no;cellular;20;nov;452
54;entrepreneur;married;secondary;no;653;yes;no;unknown;15;may;352
32;unemployed;divorced;primary;no;0;no;no;cellular;15;jul;175
33;technician;married;secondary;no;0;yes;yes;cellular;19;nov;163
55;services;divorced;secondary;no;218;yes;no;unknown;29;may;200
51;blue-collar;married;primary;no;5050;no;yes;unknown;16;jun;75
48;blue-collar;married;secondary;no;741;yes;no;cellular;16;apr;227
37;services;single;secondary;no;1050;yes;no;cellular;3;feb;586
33;services;single;secondary;no;-56;no;yes;cellular;10;jul;119
30;blue-collar;married;primary;no;1;yes;yes;telephone;22;jul;80
43;blue-collar;married;primary;no;-98;yes;yes;cellular;12;may;112
49;technician;married;secondary;no;4667;yes;no;unknown;19;may;130
54;unemployed;married;primary;no;541;yes;no;cellular;3;feb;237
31;unemployed;married;tertiary;no;7744;no;no;cellular;26;aug;377
54;unknown;married;unknown;no;895;no;no;cellular;7;oct;335
36;unemployed;married;secondary;no;-129;yes;no;cellular;29;jul;121
30;admin.;married;secondary;no;0;no;no;cellular;15;jul;127
27;technician;single;secondary;no;158;no;no;unknown;1;jul;650
30;admin.;married;secondary;no;122;yes;no;unknown;16;may;107
30;blue-collar;married;secondary;no;673;yes;no;unknown;20;may;610
35;technician;divorced;secondary;no;0;no;no;cellular;25;aug;124
33;services;divorced;secondary;no;411;yes;no;unknown;8;may;216
43;blue-collar;divorced;primary;no;-97;yes;yes;cellular;31;jul;747
41;blue-collar;married;secondary;no;-217;yes;no;cellular;11;may;313
41;management;divorced;tertiary;no;5037;no;no;cellular;23;apr;252
46;admin.;divorced;secondary;no;2232;no;no;cellular;13;feb;121
54;blue-collar;married;secondary;no;-932;yes;no;unknown;7;may;799
32;management;married;tertiary;no;913;yes;no;cellular;23;jun;883
30;technician;single;tertiary;no;236;yes;no;unknown;16;may;197
40;entrepreneur;married;primary;no;0;yes;no;cellular;11;jul;271
30;blue-collar;married;primary;no;2581;no;no;unknown;12;may;221
27;admin.;married;secondary;no;639;no;yes;cellular;14;jul;243
41;blue-collar;married;primary;no;849;yes;no;unknown;15;may;72
54;services;married;secondary;no;386;yes;no;cellular;2;aug;155
32;management;single;tertiary;no;1218;yes;no;telephone;28;jan;70
31;management;married;tertiary;no;2603;yes;no;cellular;11;feb;280
42;blue-collar;married;secondary;no;-921;yes;no;unknown;26;may;115
48;admin.;married;primary;no;607;no;no;unknown;20;jun;29
34;blue-collar;married;primary;no;79;yes;no;cellular;14;may;406
55;technician;divorced;secondary;no;61;yes;yes;cellular;25;aug;113
49;technician;married;secondary;no;1091;no;no;telephone;30;jul;47
46;management;divorced;tertiary;no;743;no;no;unknown;5;jun;36
47;entrepreneur;married;unknown;no;209;yes;no;unknown;6;may;135
24;management;single;tertiary;no;172;no;no;cellular;3;jul;67
58;entrepreneur;married;secondary;no;2;no;no;unknown;16;jun;684
32;management;single;tertiary;no;41;no;no;cellular;21;aug;686
25;student;single;secondary;no;1116;yes;no;cellular;2;mar;170
49;blue-collar;married;secondary;no;-55;no;no;unknown;17;jun;150
59;retired;divorced;secondary;no;5845;no;no;cellular;14;may;1060
30;management;single;tertiary;no;329;yes;no;unknown;6;jun;122
46;blue-collar;married;secondary;no;494;yes;no;unknown;26;may;724
42;management;married;unknown;no;1519;no;no;cellular;19;oct;230
37;entrepreneur;married;tertiary;no;2685;no;no;unknown;20;jun;187
44;blue-collar;married;primary;no;-14;yes;yes;unknown;19;may;179
49;services;married;secondary;no;5673;no;yes;cellular;4;aug;357
41;blue-collar;married;secondary;no;1459;no;no;unknown;5;jun;82
48;technician;married;tertiary;no;0;no;no;telephone;26;aug;176
31;management;married;secondary;no;625;yes;no;cellular;7;apr;424
37;student;married;unknown;no;0;no;no;unknown;18;jun;115
51;services;married;secondary;no;867;yes;no;cellular;3;feb;177
80;retired;married;secondary;no;8304;no;no;telephone;9;jun;712
32;management;single;tertiary;no;151;yes;no;unknown;6;may;118
48;services;married;primary;yes;-583;yes;no;unknown;2;jun;25
49;blue-collar;married;tertiary;no;1784;no;no;unknown;12;jun;753
30;management;married;tertiary;no;3134;yes;no;cellular;17;jul;124
27;self-employed;single;secondary;no;49;yes;no;cellular;30;jan;208
34;technician;married;secondary;no;-346;no;no;cellular;13;aug;136
49;management;married;secondary;no;1623;yes;no;cellular;19;nov;1081
48;management;married;tertiary;no;60;no;no;telephone;7;may;376
40;services;married;secondary;no;17;no;no;cellular;4;jun;78
38;blue-collar;married;secondary;no;2008;yes;no;cellular;18;nov;354
46;blue-collar;married;primary;no;91;yes;no;cellular;6;may;29
41;entrepreneur;married;tertiary;no;171;yes;no;cellular;19;nov;209
28;management;single;tertiary;no;1027;yes;no;cellular;14;may;433
51;services;married;unknown;no;5801;yes;no;unknown;29;may;147
33;blue-collar;divorced;primary;no;142;yes;no;telephone;11;may;41
26;management;single;tertiary;no;205;no;no;unknown;26;may;111
34;admin.;single;secondary;no;852;no;no;cellular;14;apr;108
27;blue-collar;married;secondary;yes;-584;yes;no;cellular;7;may;411
42;self-employed;married;secondary;no;97;no;no;cellular;10;jul;108
45;admin.;married;secondary;no;204;yes;no;cellular;3;jun;224
31;technician;single;secondary;no;628;yes;no;unknown;12;may;1083
32;management;single;tertiary;no;311;no;no;unknown;12;may;757
39;blue-collar;married;primary;no;1564;no;no;unknown;17;jun;57
26;blue-collar;single;secondary;no;856;yes;yes;cellular;30;jul;95
40;management;single;tertiary;no;1509;no;no;cellular;15;mar;144
52;services;married;secondary;no;-888;no;no;cellular;16;jul;135
40;technician;single;tertiary;no;226;no;no;cellular;15;jan;176
48;technician;married;secondary;no;127;no;yes;cellular;7;aug;524
31;services;married;secondary;no;413;yes;no;unknown;13;may;65
27;admin.;married;secondary;no;710;yes;yes;cellular;6;may;653
47;technician;married;secondary;no;1233;yes;no;unknown;11;sep;91
28;management;single;secondary;no;171;no;no;cellular;10;mar;93
40;management;divorced;tertiary;no;69;yes;no;cellular;6;may;503
34;admin.;married;secondary;no;1499;yes;no;cellular;13;apr;186
29;self-employed;married;tertiary;no;751;yes;no;unknown;23;may;121
36;management;married;tertiary;no;61;no;yes;cellular;19;aug;452
83;retired;married;primary;no;425;no;no;telephone;22;jun;883
55;services;divorced;primary;no;2923;yes;no;unknown;15;may;104
43;management;divorced;tertiary;no;99;no;no;cellular;29;jan;24
23;student;single;secondary;no;1021;no;no;telephone;19;jun;79
44;technician;married;tertiary;no;1146;no;no;cellular;4;jul;178
58;blue-collar;married;primary;no;781;yes;no;cellular;15;may;74
29;admin.;single;secondary;no;1448;no;no;cellular;10;mar;217
30;management;single;tertiary;no;604;no;yes;cellular;2;feb;475
29;admin.;single;secondary;no;-194;yes;no;cellular;7;may;127
41;technician;married;secondary;no;0;no;no;cellular;11;mar;101
35;housemaid;married;primary;no;0;yes;no;cellular;14;jul;340
31;technician;single;secondary;no;1014;yes;no;cellular;23;jul;158
27;admin.;single;tertiary;no;73;no;no;cellular;29;jan;242
47;services;married;secondary;no;2597;yes;no;unknown;16;may;323
53;self-employed;married;tertiary;no;2627;yes;yes;unknown;16;jun;18
34;management;married;tertiary;no;1906;yes;no;cellular;14;jul;68
34;blue-collar;married;primary;no;-319;yes;yes;cellular;9;jul;134
36;management;married;tertiary;no;-296;yes;no;cellular;14;may;113
40;technician;married;secondary;no;169;yes;no;cellular;18;aug;43
37;self-employed;single;tertiary;no;556;no;no;unknown;17;jun;200
65;retired;divorced;unknown;no;300;no;no;cellular;2;aug;245
53;technician;divorced;secondary;no;751;yes;no;unknown;16;may;343
28;technician;single;secondary;no;126;no;no;cellular;3;mar;229
33;technician;divorced;tertiary;no;-386;yes;no;unknown;23;may;530
56;blue-collar;married;primary;no;379;no;no;cellular;13;aug;58
45;self-employed;married;secondary;no;706;no;no;cellular;30;apr;78
39;technician;married;secondary;no;9121;no;no;unknown;5;jun;147
28;management;single;tertiary;no;1466;yes;no;cellular;25;jul;40
36;blue-collar;married;primary;no;0;yes;no;cellular;18;nov;618
41;blue-collar;married;primary;no;951;yes;no;cellular;20;apr;23
46;admin.;married;secondary;no;368;no;no;cellular;20;aug;293
41;blue-collar;married;secondary;no;121;yes;no;cellular;13;may;16
59;services;married;secondary;no;204;no;no;cellular;23;jul;286
24;admin.;married;secondary;no;299;yes;no;cellular;6;may;209
34;management;married;tertiary;no;4170;yes;no;unknown;21;may;935
40;blue-collar;married;primary;no;-335;yes;no;unknown;27;may;260
42;admin.;married;secondary;no;3165;yes;no;unknown;16;jun;298
50;services;married;secondary;no;254;yes;no;cellular;15;apr;397
25;management;single;tertiary;no;553;yes;no;cellular;17;sep;113
51;services;divorced;secondary;no;518;yes;no;telephone;17;nov;76
50;management;married;tertiary;no;85;no;yes;cellular;1;jun;141
37;blue-collar;married;unknown;no;603;yes;no;unknown;23;may;773
21;services;single;secondary;no;361;no;no;telephone;5;jun;329
52;blue-collar;married;secondary;no;-98;yes;no;unknown;7;may;423
55;retired;married;primary;no;4424;no;no;cellular;5;aug;67
26;technician;single;secondary;no;2610;yes;yes;unknown;2;jun;626
38;technician;married;tertiary;no;3234;no;no;cellular;18;nov;578
32;blue-collar;married;secondary;no;687;yes;no;unknown;9;may;61
31;blue-collar;married;secondary;no;631;yes;no;unknown;23;may;248
34;technician;single;secondary;no;341;no;yes;cellular;29;jan;136
33;technician;single;tertiary;no;316;no;no;cellular;21;aug;126
35;technician;married;secondary;no;2;no;no;telephone;28;jan;653
44;management;married;unknown;no;415;yes;no;telephone;14;may;7
48;management;divorced;tertiary;no;507;yes;no;cellular;9;apr;528
29;blue-collar;married;secondary;no;912;yes;no;cellular;13;may;785
50;management;married;tertiary;no;0;no;no;cellular;9;jul;243
37;blue-collar;married;primary;no;37;yes;no;cellular;13;may;24
44;admin.;single;secondary;no;2524;no;no;unknown;19;jun;82
36;unemployed;single;tertiary;no;9019;yes;no;unknown;11;jun;952
49;blue-collar;divorced;unknown;no;39;yes;no;cellular;13;may;27
31;blue-collar;married;secondary;no;0;yes;no;unknown;5;may;143
49;technician;divorced;secondary;no;265;yes;no;unknown;12;may;274
35;blue-collar;single;secondary;no;0;yes;no;cellular;16;apr;1174
57;admin.;divorced;unknown;no;4012;no;no;cellular;20;nov;915
42;blue-collar;married;primary;no;1520;yes;no;cellular;5;feb;115
36;blue-collar;divorced;secondary;no;-140;yes;no;unknown;26;may;222
75;retired;divorced;primary;no;852;no;no;cellular;15;mar;341
38;blue-collar;single;secondary;no;578;yes;no;unknown;21;may;112
40;blue-collar;married;primary;yes;0;yes;no;unknown;6;may;64
38;services;single;secondary;no;2253;yes;no;cellular;13;may;937
34;management;single;tertiary;no;1171;yes;no;cellular;10;jul;129
29;technician;single;tertiary;no;452;yes;no;cellular;11;may;59
28;admin.;married;secondary;no;-97;yes;no;cellular;29;jan;79
79;retired;married;secondary;no;4738;no;no;telephone;9;jul;151
51;admin.;divorced;secondary;no;467;yes;no;unknown;19;may;83
32;student;single;tertiary;no;0;no;no;cellular;6;aug;101
36;management;married;tertiary;no;495;no;no;cellular;5;aug;157
38;entrepreneur;married;secondary;no;157;no;yes;cellular;15;may;57
49;self-employed;married;secondary;no;358;yes;yes;unknown;13;may;176
42;services;married;secondary;no;292;yes;no;cellular;11;may;222
43;blue-collar;married;primary;no;7343;yes;no;unknown;2;jun;217
34;blue-collar;married;secondary;no;-563;yes;no;unknown;26;may;252
59;retired;single;secondary;no;351;yes;no;unknown;27;may;1063
35;unknown;married;primary;no;365;no;no;cellular;29;aug;41
33;blue-collar;single;secondary;no;13494;yes;no;unknown;20;jun;27
34;admin.;single;secondary;no;846;yes;no;cellular;17;apr;758
64;retired;married;secondary;no;1574;no;no;telephone;29;jul;301
34;entrepreneur;married;tertiary;no;-28;yes;no;cellular;16;jul;574
77;retired;married;tertiary;no;0;no;no;cellular;16;oct;847
57;retired;married;primary;no;2927;no;yes;telephone;30;jul;78
30;blue-collar;married;secondary;no;501;yes;yes;unknown;27;may;514
56;housemaid;divorced;primary;yes;1238;no;no;unknown;5;jun;1558
49;unknown;married;unknown;no;301;no;no;cellular;14;aug;789
73;retired;married;primary;no;1388;no;no;cellular;20;jul;146
39;technician;single;secondary;no;102;yes;no;cellular;14;aug;272
57;technician;divorced;primary;no;13;yes;no;cellular;8;may;323
32;self-employed;married;secondary;no;413;yes;no;cellular;11;jul;712
32;technician;single;tertiary;no;4665;yes;no;unknown;21;may;860
45;admin.;married;secondary;no;638;yes;no;cellular;20;aug;75
32;blue-collar;married;secondary;no;101;yes;no;unknown;19;may;191
31;management;married;tertiary;no;1224;yes;yes;cellular;24;jul;1441
49;self-employed;married;secondary;no;1103;no;no;cellular;12;aug;428
29;services;married;secondary;no;3748;no;no;cellular;28;may;322
55;technician;married;secondary;no;955;yes;no;cellular;29;jan;104
30;admin.;married;secondary;no;518;yes;no;cellular;8;may;127
45;services;single;primary;no;1893;yes;no;unknown;3;jun;1259
39;technician;married;tertiary;no;14;no;no;cellular;28;jan;114
36;admin.;married;secondary;no;-423;yes;yes;unknown;13;may;106
33;management;married;tertiary;no;3696;no;no;cellular;19;nov;305
36;management;married;tertiary;no;2987;yes;no;cellular;12;aug;307
31;technician;single;secondary;no;433;no;no;cellular;11;aug;1504
36;technician;married;unknown;no;756;no;no;cellular;11;jul;396
38;technician;single;tertiary;no;0;yes;no;cellular;1;jun;71
33;unknown;married;secondary;no;2727;no;no;cellular;6;aug;205
